集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2020-05-10 13:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,约2时，警方在尖沙咀天星码头拉起封锁线，并警告在场人士违反“限聚令”。到了近3时，开始有市民在海运大厦中庭聚集，并高呼“光复香港，时代革命”等口号。在约10分钟后，60名防暴警员突然进入海运大厦商场，沿港威大厦方向驱散聚集的市民，并拉起封锁线。 下午4时过后，一批防暴警察再度进入港威商场不同位置驱散在场的市民，并拉起封锁线，警中庭近围字段置聚集告在场人士需要立即离开，否则或会被票控。,2,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区天星码头,114.173681,22.29101,50,警方
2020-05-10 15:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,下午，屯门市广场中庭范围有过百名市民叫口号，而警方派出大量便衣警员在中庭各层监视，并截查靠近中庭的市民，要求他们解散。,1,维基,新界,屯门区,香港特别行政区屯门区屯顺街G063-066号锦华花园4座,113.981177,22.390153,100,示威暴动者
2020-06-09 19:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://today.line.me/hk/article https://news.now.com/home/local/player?newsId=390468 https://www.hk01.com/%E7%AA%81%E7%99%BC/471129/,2020-05-06 18:00:00,_民晚上_起大埔超_城C_商_「和你唱」，_呼___者自_文宣及口罩。晚上7_起，人群在商__高叫反修例口_，有人展示印有「光_香港，_代革命」旗_。亦有人在身上_上___走。一批防暴警__在商_外戒_，_截查途人。其後，警__入商_，_在中庭位置拉起封____散。晚上_8_，警方在_截查多人後，_走_名男女，_多次呼_在_人士__，否__以_反限聚令作出票控。,1,维基,九龙半岛,黄大仙区,香港特别行政区黄大仙区荷里活广场(星河明居西),114.207114,22.337921,0,示威暴动者
2020-05-06 18:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.appledaily.com/local/20200507/36AJ3A6SE5742PE674APVBIGXE/ https://old.dotdotnews.com/2020/05/07/videos/ https://www.hk01.com/%E7%AA%81%E7%99%BC/469862/,2020-05-06 18:00:00,傍晚近6时起，大批防暴警员于商场外一带巡逻戒备。到晚上近7时，陆续有参与人士于商场中庭及围字段置等候，及播起《愿荣光归香港》及高叫口号。晚上约7时半，警员进入商场，以扬声器警告在场聚集人士违反限聚令，要求他们于20分钟内和平散去，否则或会进行票控。到晚上约8时，到晚上10时，1名身穿白衣的中年妇人因“影大头”与在场人士争执后，被人淋液体。,2,维基,新界,元朗区,香港特别行政区元朗区天恩路18号嘉湖银座,114.00857,22.454645,20,市民
2020-05-10 15:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,在下午3时，荃湾广场有100人在中庭多个楼层响应“多区和你Sing”活动，有人叫口号，部分人手持反修例及香港独立旗帜及横额。到下午4时，一批军装警员和入境处的特务警察进入商场驱散聚集人群，并在多个楼层及中庭周边拉起封锁线。有线新闻记者与摄影师在采访期间，突然被军装警员警告。,1,维基,新界,荃湾区,香港特别行政区荃湾区荃湾广场,114.116443,22.368072,100,示威暴动者
2020-05-10 20:00:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://zh.wikipedia.org/wiki/2020%E5%B9%B4%E6%AF%8D%E8%A6%AA%E7%AF%80%E9%A6%99%E6%B8%AF%E7%A4%BA%E5%A8%81#___￥__,2020-05-06 18:00:00,晚上10时，弥敦道银行中心广场对出有纸皮等杂物起火，防暴警再一次驱散在场人士。深夜11时许，立法会议员邝俊宇在弥敦道近山东街交界手持大声公调停，被带上警车。,2,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区弥敦道636银行银行中心广场,114.174868,22.315477,0,警方
2020-05-09 19:30:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://today.line.me/hk/article https://news.now.com/home/local/player?newsId=390468 https://www.hk01.com/%E7%AA%81%E7%99%BC/471129/,2020-05-06 18:00:00,晚上7_後，一批人在__中庭位置聚集，_唱出反修例歌曲及在_高叫口_。手持_盾及警棍的防暴警_分_在___及港_站戒_，又在___拉起封__，_警告在_人士__，否_或_反限聚令。附近有店__即落_。立法____文豪亦有到_，__在_警_理_。,2,维基,新界,大埔区,香港特别行政区大埔区大埔超级城大埔中心,114.174242,22.448667,0,警方
2020-04-10 16:30:00,20年5月 和你sing,「五大_求 缺一不可」、「_有暴徒 只有暴政」,,https://hk.on.cc/hk/bkn/cnt/news/20200513/bkn-20200513194432976-0513_00822_001.html https://news.mingpao.com/ins/%E6%B8%AF%E8%81%9E/article/20200510/s00001/1589109810707/,2020-05-06 18:00:00,市民在apm各层聚集，高叫反修例口号。防暴警在下午4时半进入商场巡逻约20分钟，警员离去后商店才陆续恢复营业，而商场人流明显减少。有化妆品店员表示警方行动影响生意。,1,维基,九龙半岛,观塘区,香港特别行政区观塘区创纪之城5期APM,114.230022,22.30943,0,示威暴动者
2020-05-08 12:00:00,5.8中环和你lunch,五大_求 缺一不可,中午，有人在中环国际金融中心商场的Apple Store外举行“和你Lunch”，浸大编委记者被捕,https://hk.appledaily.com/breaking/20200508/NYJ5MWDBUTP5ZQUHIRKWEICIZU/ https://www.thinkhk.com/article/2020-05/08/41227.html https://udn.com/news/story/7331/4549688,2020-05-08 12:00:00,中午，有人在中环国际金融中心商场的Apple Store外举行“和你Lunch”，警员在3楼警告后，大批警员进入商场驱散及截查多人。混乱中，浸会大学编委记者邓泽_被多名警员包围，其后理论期间更被警员按压头部，制服在地上，记者涉嫌“在公众地方行为不检”被捕。,2,维基,香港岛,中西区,香港特别行政区中西区国际金融中心国际金融中心2期,114.163273,22.282693,60,警方
2020-05-08 17:00:00,5.8周梓乐逝世半年悼念活动,,香港科技大学学生周梓乐离世半周年，有网民在多区发起悼念活动。,https://news.mingpao.com/ins/%e6%b8%af%e8%81%9e/article/20200508/s00001/1588924951190/,2020-05-08 17:00:00,香港科技大学学生周梓乐离世半周年，有网民在多区发起悼念活动。下午5时许，将军澳尚德_停车场外，有人拜祭及献花，防暴警员在场戒备和监视。不过一小时后，食物环境卫生署清洁工人将花圈及遗像等当垃圾扫走。科大学生会原定在校内赛马会大楼设祭坛并举行“周同学逝世半年追悼会”，不过校方向全校师生发电邮，表明会按“限聚令”向执法部门举报及作出纪律处分。追悼会有近百名学生出席，但非科大生不可进入。,1,维基,新界,西贡区,香港特别行政区西贡区尚德村,114.265643,22.308781,0,市民
2020-05-08 21:00:00,5.8周梓乐逝世半年悼念活动,,香港科技大学学生周梓乐离世半周年，有网民在多区发起悼念活动。,https://gbcode.rthk.hk/TuniS/news.rthk.hk/rthk/ch/component/k2/1525078-20200508.htm http://mingshengbao.com/tor/article.php?aid=713332,2020-05-08 17:00:00,在旺角，晚上9时许，有人在豉油街及花园街交界用垃圾桶、发泡胶箱等杂物堵路后，防暴警察警告市民涉嫌违反“限聚令”为由，在西洋菜南街，豉油街和通菜街截查和驱散市民，至少向5人发出违反限聚令告票。有市民批评自己与男朋友由便利店离开，却与多名人士一起截停受查，最终遭到票控。也有独自经过的市民也被票控。,1,维基,九龙半岛,油尖旺区,香港特别行政区油尖旺区弥敦道593-601号创兴广场,114.174896,22.313528,0,示威暴动者
2020-05-08 17:00:00,5.8周梓乐逝世半年悼念活动,,香港科技大学学生周梓乐离世半周年，有网民在多区发起悼念活动。,https://gbcode.rthk.hk/TuniS/news.rthk.hk/rthk/ch/component/k2/1525078-20200508.htm http://mingshengbao.com/tor/article.php?aid=713332,2020-05-08 17:00:00,在西铁元朗站旁的巴士总站，连侬墙上贴有周梓乐的肖像画，有人放下鲜花和纸鹤，而地上摆放蜡_。约10名防暴警在附近巡查。在屯门，有人发起在屯门大会堂正门举行悼念会，但最终未有人到场悼念，多名军装警及防暴警在场截查在广场内逗留的市民，并拉起封锁线。而附近的屯门时代广场提早关门。在天水围天颂苑罗马广场有人献上鲜花，大批防暴警员在附近戒备。,1,维基,新界,元朗区,香港特别行政区元朗区元朗(地铁站),114.040409,22.443354,10,市民
2020-05-08 18:00:00,5.8周梓乐逝世半年悼念活动,,香港科技大学学生周梓乐离世半周年，有网民在多区发起悼念活动。,https://www.hk01.com/%E6%94%BF%E6%83%85/470887/,2020-05-08 17:00:00,下午6时开始，金钟太古广场中庭有近百人聚集，参与者高呼“五大诉求、缺一不可”等反修例口号及展示旗帜。商场透过广播提醒在场人士，政府已实施条例，表示限聚令禁止多于8人的群组聚集，违反规例可能属违法，呼吁在场人士停止活动。参与者在晚上8时许离开。防暴警察在商场外面及附近巴士站巡逻戒备。其中一名男子傍晚在金钟近海富中心位置搜查后，被反手绑上索带。,1,维基,香港岛,中西区,香港特别行政区中西区太古广场,114.170219,22.27467,0,示威暴动者
2020-05-10 16:06:46,2020.05.11-15,,,https://www.police.gov.hk/ppp_sc/03_police_message/pr/pr_archives.html?month=202005,2020-05-11 10:30:26,昨日下午约四时，警方怀疑旺角太子道西一商场内有人非法聚集。警方到场劝谕聚集者离开，惟多次警告无效后，遂展开驱散行动。其间大批在场人士包围警务人员，人员警告无效后曾一度使用胡椒球枪。其后，警方在该商场截停多名示威者，在一名二十二岁男子身上检获怀疑制造汽油弹原料，包括电油、毛巾及打火机，该名男子涉嫌「藏有工具可作非法用途」及「藏毒」被捕。警方不排除有人企图在示威活动中使用相关物品，严重危害在场人士安全,1,,九龙半岛,油尖旺区,香港特别行政区油尖旺区太子道西179号美轮大厦,114.17531,22.321351,0,警方
2020-05-10 10:32:26,2020.05.11-15,,,https://m.guancha.cn/politics/2020_05_11_549963.shtml,2020-05-11 10:30:26,10号晚上，有人在香港旺角聚集闹事、纵火，香港警方到场后警告聚集人士离开，但有不少人继续逗留，期间在场的民主党立法会议员邝俊宇被警员制服后逮捕。晚上的9-10点，有人在西洋菜南街一带的马路上点燃垃圾纵火，并且在花园街附近大厦高空抛物。,2,,九龙半岛,油尖旺区,香港特别行政区油尖旺区新世纪广场,114.177432,22.31985,0,示威暴动者
2020-05-24 08:30:00,反对《香港国安法》及《国歌法》游行,你若放弃，谁卫我城,大批人响应网上号召，下午在铜锣湾及湾仔聚集，反对《港区维护国家安全法》及《国歌法》，有人堵路破坏商店及袭警，警方多次发射催泪弹，又出动水炮车驱散。警方指截至九时半，连同尖沙咀一带，拘捕至少180人涉嫌参与非法集结。,https://news.tvb.com/local/5eca27cb335d19e210f1d6b3/支___行毋忘六四_跑-反_人大制定港____安法,2020-05-24 13:00:00,支联会举行「毋忘六四」长跑，并反对人大制定《港区维护国家安全法》。  长跑早上在铜锣湾出发，终点在中联办，支联会主席李卓人说，已向警方申请六四集会，但未获答覆。  新民主同盟及社民连亦到中联办抗议，不满制定《港区维护国家安全法》让内地人员公然来港执法。,1,,香港岛,湾仔区,香港特别行政区湾仔区胜意大楼,114.180143,22.274458,0,示威暴动者
2020-05-23 17:30:00,反对《香港国安法》及《国歌法》游行,你若放弃，谁卫我城,大批人响应网上号召，下午在铜锣湾及湾仔聚集，反对《港区维护国家安全法》及《国歌法》，有人堵路破坏商店及袭警，警方多次发射催泪弹，又出动水炮车驱散。警方指截至九时半，连同尖沙咀一带，拘捕至少180人涉嫌参与非法集结。,http://news.tvb.com/local/5ec90cf534b0314c316bdeff/港___商_有人聚集-部分市民_生口角被警_喻__,2020-05-24 13:00:00,傍晚有人到柴湾新翠商场，举起表达诉求的旗帜和标语。有人践踏画有警务处处长邓炳强的画像海报。有外判保安手持指示牌，提醒现场人士保持适当距离。,1,,香港岛,东区,香港特别行政区东区柴湾道156号新翠商场,114.241842,22.261514,0,示威暴动者
2020-05-23 17:00:00,反对《香港国安法》及《国歌法》游行,你若放弃，谁卫我城,大批人响应网上号召，下午在铜锣湾及湾仔聚集，反对《港区维护国家安全法》及《国歌法》，有人堵路破坏商店及袭警，警方多次发射催泪弹，又出动水炮车驱散。警方指截至九时半，连同尖沙咀一带，拘捕至少180人涉嫌参与非法集结。,http://news.tvb.com/local/5ec900d7335d19b242f47bf2/_上有人_召到港___商_聚集-警_附近戒_,2020-05-24 13:00:00,下午五时许，亦有一批人在杏花_商场不同楼层叫口号，有人举起代表五大诉求的手势，亦有人带备贴上标语的灯箱，反对订立《港区维护国家安全法》。一批军装警员商场外的平台戒备。,1,,香港岛,东区,香港特别行政区东区杏花园,114.244476,22.274523,0,示威暴动者
2020-05-24 13:00:00,反对《香港国安法》及《国歌法》游行,你若放弃，谁卫我城,大批人响应网上号召，下午在铜锣湾及湾仔聚集，反对《港区维护国家安全法》及《国歌法》，有人堵路破坏商店及袭警，警方多次发射催泪弹，又出动水炮车驱散。警方指截至九时半，连同尖沙咀一带，拘捕至少180人涉嫌参与非法集结。,https://www.bbc.com/zhongwen/simp/52787629,2020-05-24 13:00:00,周日（24日）下午1点左右，港岛铜锣湾附近逐渐有人群聚集，随后有示威者进行占道、纵火、投掷杂物等行为，并向湾仔移动。警察释放胡椒喷剂、催泪弹、水炮车等。 警方称，下午2点半左右，有暴徒爬越马路围栏，闯入告打士道行车线，试图以杂物堵路，随后被以涉嫌参与非法集结拘捕。 截至下午4时半，超120人被捕，包括中西区区议员叶锦龙。 3时许，一名律师遭数十名黑衣人围殴受伤。截至晚6时，示威活动共致6人送医,3,,香港岛,湾仔区,香港特别行政区湾仔区天乐里11号希慎广场,114.188779,22.277044,0,示威暴动者
